datetime,open,close,high,low,volume,成交额,均价
2025-12-22 11:02:00,0.0,1412.22,1412.6,1412.22,21,2966257.0,1410.825
2025-12-22 11:03:00,0.0,1412.88,1412.88,1412.26,54,7628341.0,1410.835
2025-12-22 11:04:00,0.0,1412.88,1412.9,1412.4,27,3814481.0,1410.84
2025-12-22 11:05:00,0.0,1413.0,1413.02,1412.34,59,8335876.0,1410.852
2025-12-22 11:06:00,0.0,1413.15,1413.15,1412.38,35,4945373.0,1410.86
2025-12-22 11:07:00,0.0,1412.43,1413.14,1412.43,31,4379478.0,1410.865
2025-12-22 11:08:00,0.0,1413.0,1413.0,1412.53,55,7771185.0,1410.877
2025-12-22 11:09:00,0.0,1413.2,1413.2,1412.61,62,8761200.0,1410.89
2025-12-22 11:10:00,0.0,1413.11,1413.29,1413.11,41,5794150.0,1410.9
2025-12-22 11:11:00,0.0,1413.03,1413.28,1412.68,86,12152070.0,1410.918
2025-12-22 11:12:00,0.0,1413.15,1413.16,1412.62,41,5792789.0,1410.925
2025-12-22 11:13:00,0.0,1412.64,1413.16,1412.63,42,5934962.0,1410.934
2025-12-22 11:14:00,0.0,1413.14,1413.16,1412.64,25,3532553.0,1410.939
2025-12-22 11:15:00,0.0,1413.4,1413.43,1413.14,164,23177443.0,1410.975
2025-12-22 11:16:00,0.0,1413.29,1413.41,1412.68,30,4239700.0,1410.982
2025-12-22 11:17:00,0.0,1412.75,1413.0,1412.71,36,5085896.0,1410.988
2025-12-22 11:18:00,0.0,1412.69,1412.83,1412.68,29,4096920.0,1410.992
2025-12-22 11:19:00,0.0,1412.73,1412.82,1412.67,35,4944493.0,1410.998
2025-12-22 11:20:00,0.0,1412.61,1412.74,1412.61,41,5791865.0,1411.004
2025-12-22 11:21:00,0.0,1412.0,1412.61,1412.0,106,14970824.0,1411.017
2025-12-22 11:22:00,0.0,1412.55,1412.55,1412.0,48,6777746.0,1411.022
2025-12-22 11:23:00,0.0,1412.04,1412.5,1412.03,15,2118211.0,1411.023
2025-12-22 11:24:00,0.0,1411.46,1412.02,1411.46,55,7765817.0,1411.028
2025-12-22 11:25:00,0.0,1411.3,1411.66,1411.2,22,3104948.0,1411.029
2025-12-22 11:26:00,0.0,1411.27,1411.33,1411.18,39,5503720.0,1411.029
2025-12-22 11:27:00,0.0,1411.38,1411.38,1411.19,17,2399129.0,1411.03
2025-12-22 11:28:00,0.0,1411.23,1412.01,1411.21,41,5788345.0,1411.033
2025-12-22 11:29:00,0.0,1411.99,1412.12,1411.22,36,5082531.0,1411.035
2025-12-22 11:30:00,0.0,1411.24,1411.34,1411.23,33,4657115.0,1411.036
2025-12-22 13:01:00,0.0,1411.1,1411.67,1411.03,160,22579854.0,1411.039
2025-12-22 13:02:00,0.0,1411.02,1411.2,1411.02,82,11571452.0,1411.04
2025-12-22 13:03:00,0.0,1410.98,1411.05,1410.98,58,8183841.0,1411.039
2025-12-22 13:04:00,0.0,1410.91,1411.0,1410.89,52,7336978.0,1411.039
2025-12-22 13:05:00,0.0,1410.5,1410.89,1410.5,58,8182210.0,1411.037
2025-12-22 13:06:00,0.0,1410.57,1410.63,1410.4,64,9027152.0,1411.034
2025-12-22 13:07:00,0.0,1410.15,1410.53,1410.15,60,8461936.0,1411.031
2025-12-22 13:08:00,0.0,1410.63,1410.77,1410.11,84,11846505.0,1411.026
2025-12-22 13:09:00,0.0,1410.34,1410.53,1410.24,67,9449384.0,1411.022
2025-12-22 13:10:00,0.0,1410.65,1410.77,1410.35,54,7616722.0,1411.019
2025-12-22 13:11:00,0.0,1410.67,1410.73,1410.67,58,8182094.0,1411.018
2025-12-22 13:12:00,0.0,1411.1,1411.21,1410.71,108,15252742.0,1411.018
2025-12-22 13:13:00,0.0,1410.9,1411.1,1410.89,43,6067258.0,1411.017
2025-12-22 13:14:00,0.0,1410.93,1411.0,1410.9,27,3809595.0,1411.017
2025-12-22 13:15:00,0.0,1410.98,1411.0,1410.92,33,4656212.0,1411.017
2025-12-22 13:16:00,0.0,1410.99,1411.0,1410.98,20,2821975.0,1411.017
2025-12-22 13:17:00,0.0,1411.0,1411.0,1410.92,77,10864636.0,1411.017
2025-12-22 13:18:00,0.0,1411.8,1411.8,1410.99,80,11290704.0,1411.019
2025-12-22 13:19:00,0.0,1411.17,1411.8,1411.17,35,4940964.0,1411.021
2025-12-22 13:20:00,0.0,1412.09,1412.09,1411.71,72,10165535.0,1411.026
2025-12-22 13:21:00,0.0,1412.44,1412.6,1412.1,65,9180021.0,1411.033
2025-12-22 13:22:00,0.0,1412.45,1412.49,1412.29,47,6638491.0,1411.038
2025-12-22 13:23:00,0.0,1412.16,1412.46,1412.16,46,6496980.0,1411.043
2025-12-22 13:24:00,0.0,1412.06,1412.15,1412.01,33,4659882.0,1411.046
2025-12-22 13:25:00,0.0,1412.37,1412.39,1412.0,65,9178808.0,1411.051
2025-12-22 13:26:00,0.0,1412.27,1412.48,1412.23,40,5649489.0,1411.055
2025-12-22 13:27:00,0.0,1412.4,1412.44,1412.26,37,5225456.0,1411.059
2025-12-22 13:28:00,0.0,1411.79,1412.0,1411.78,74,10448605.0,1411.064
2025-12-22 13:29:00,0.0,1411.63,1411.78,1411.62,33,4658562.0,1411.066
2025-12-22 13:30:00,0.0,1411.44,1411.62,1411.39,55,7763154.0,1411.068
2025-12-22 13:31:00,0.0,1411.51,1411.51,1411.44,42,5928181.0,1411.069
2025-12-22 13:32:00,0.0,1411.68,1411.68,1411.4,70,9880463.0,1411.071
